ProviderID,ProviderName,ProviderType,ProviderPrimaryInspectionCategory,ProviderStreetAddress,ProviderAddressLine2,ProviderCity,ProviderPostCode,ProviderLocalAuthority,ProviderRegion,Service/PopulationGroup,Domain,LatestRating,PublicationDate,ReportType,InheritedRating(Y/N),URL,BrandID,BrandName
RWX,Berkshire Healthcare NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,2nd & 3rd Floors Fitzwilliam House,Skimped Hill,Bracknell,RG12 1BQ,Bracknell Forest,South East,Specialist community mental health services for children and young people,Responsive,Requires improvement,26/03/2020,CoreService,N,http://www.cqc.org.uk/provider/RWX,-,-
RWX,Berkshire Healthcare NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,2nd & 3rd Floors Fitzwilliam House,Skimped Hill,Bracknell,RG12 1BQ,Bracknell Forest,South East,Specialist community mental health services for children and young people,Safe,Good,26/03/2020,CoreService,N,http://www.cqc.org.uk/provider/RWX,-,-
RWX,Berkshire Healthcare NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,2nd & 3rd Floors Fitzwilliam House,Skimped Hill,Bracknell,RG12 1BQ,Bracknell Forest,South East,Specialist community mental health services for children and young people,Well-led,Good,26/03/2020,CoreService,N,http://www.cqc.org.uk/provider/RWX,-,-
RWX,Berkshire Healthcare NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,2nd & 3rd Floors Fitzwilliam House,Skimped Hill,Bracknell,RG12 1BQ,Bracknell Forest,South East,Wards for older people with mental health problems,Caring,Good,02/10/2018,CoreService,N,http://www.cqc.org.uk/provider/RWX,-,-
RWX,Berkshire Healthcare NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,2nd & 3rd Floors Fitzwilliam House,Skimped Hill,Bracknell,RG12 1BQ,Bracknell Forest,South East,Wards for older people with mental health problems,Effective,Good,02/10/2018,CoreService,N,http://www.cqc.org.uk/provider/RWX,-,-
RWX,Berkshire Healthcare NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,2nd & 3rd Floors Fitzwilliam House,Skimped Hill,Bracknell,RG12 1BQ,Bracknell Forest,South East,Wards for older people with mental health problems,Overall,Good,02/10/2018,CoreService,N,http://www.cqc.org.uk/provider/RWX,-,-
RWX,Berkshire Healthcare NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,2nd & 3rd Floors Fitzwilliam House,Skimped Hill,Bracknell,RG12 1BQ,Bracknell Forest,South East,Wards for older people with mental health problems,Responsive,Good,02/10/2018,CoreService,N,http://www.cqc.org.uk/provider/RWX,-,-
RWX,Berkshire Healthcare NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,2nd & 3rd Floors Fitzwilliam House,Skimped Hill,Bracknell,RG12 1BQ,Bracknell Forest,South East,Wards for older people with mental health problems,Safe,Good,02/10/2018,CoreService,N,http://www.cqc.org.uk/provider/RWX,-,-
RWX,Berkshire Healthcare NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,2nd & 3rd Floors Fitzwilliam House,Skimped Hill,Bracknell,RG12 1BQ,Bracknell Forest,South East,Wards for older people with mental health problems,Well-led,Good,02/10/2018,CoreService,N,http://www.cqc.org.uk/provider/RWX,-,-
RWX,Berkshire Healthcare NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,2nd & 3rd Floors Fitzwilliam House,Skimped Hill,Bracknell,RG12 1BQ,Bracknell Forest,South East,Wards for people with learning disabilities or autism,Caring,Good,02/10/2018,CoreService,N,http://www.cqc.org.uk/provider/RWX,-,-
RWX,Berkshire Healthcare NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,2nd & 3rd Floors Fitzwilliam House,Skimped Hill,Bracknell,RG12 1BQ,Bracknell Forest,South East,Wards for people with learning disabilities or autism,Effective,Outstanding,02/10/2018,CoreService,N,http://www.cqc.org.uk/provider/RWX,-,-
RWX,Berkshire Healthcare NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,2nd & 3rd Floors Fitzwilliam House,Skimped Hill,Bracknell,RG12 1BQ,Bracknell Forest,South East,Wards for people with learning disabilities or autism,Overall,Outstanding,02/10/2018,CoreService,N,http://www.cqc.org.uk/provider/RWX,-,-
RWX,Berkshire Healthcare NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,2nd & 3rd Floors Fitzwilliam House,Skimped Hill,Bracknell,RG12 1BQ,Bracknell Forest,South East,Wards for people with learning disabilities or autism,Responsive,Good,02/10/2018,CoreService,N,http://www.cqc.org.uk/provider/RWX,-,-
RWX,Berkshire Healthcare NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,2nd & 3rd Floors Fitzwilliam House,Skimped Hill,Bracknell,RG12 1BQ,Bracknell Forest,South East,Wards for people with learning disabilities or autism,Safe,Good,02/10/2018,CoreService,N,http://www.cqc.org.uk/provider/RWX,-,-
RWX,Berkshire Healthcare NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,2nd & 3rd Floors Fitzwilliam House,Skimped Hill,Bracknell,RG12 1BQ,Bracknell Forest,South East,Wards for people with learning disabilities or autism,Well-led,Outstanding,02/10/2018,CoreService,N,http://www.cqc.org.uk/provider/RWX,-,-
RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,The Royal Infirmary,"Acre Street, Lindley",Huddersfield,HD3 3EA,Kirklees,Yorkshire and The Humber,Community end of life care,Caring,Good,15/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RWY,-,-
RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,The Royal Infirmary,"Acre Street, Lindley",Huddersfield,HD3 3EA,Kirklees,Yorkshire and The Humber,Community end of life care,Effective,Good,15/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RWY,-,-
RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,The Royal Infirmary,"Acre Street, Lindley",Huddersfield,HD3 3EA,Kirklees,Yorkshire and The Humber,Community end of life care,Overall,Good,15/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RWY,-,-
RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,The Royal Infirmary,"Acre Street, Lindley",Huddersfield,HD3 3EA,Kirklees,Yorkshire and The Humber,Community end of life care,Responsive,Good,15/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RWY,-,-
RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,The Royal Infirmary,"Acre Street, Lindley",Huddersfield,HD3 3EA,Kirklees,Yorkshire and The Humber,Community end of life care,Safe,Good,15/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RWY,-,-
RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,The Royal Infirmary,"Acre Street, Lindley",Huddersfield,HD3 3EA,Kirklees,Yorkshire and The Humber,Community end of life care,Well-led,Good,15/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RWY,-,-
RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,The Royal Infirmary,"Acre Street, Lindley",Huddersfield,HD3 3EA,Kirklees,Yorkshire and The Humber,Community health inpatient services,Caring,Good,20/06/2018,CoreService,N,http://www.cqc.org.uk/provider/RWY,-,-
RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,The Royal Infirmary,"Acre Street, Lindley",Huddersfield,HD3 3EA,Kirklees,Yorkshire and The Humber,Community health inpatient services,Effective,Requires improvement,20/06/2018,CoreService,N,http://www.cqc.org.uk/provider/RWY,-,-
RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,The Royal Infirmary,"Acre Street, Lindley",Huddersfield,HD3 3EA,Kirklees,Yorkshire and The Humber,Community health inpatient services,Overall,Requires improvement,20/06/2018,CoreService,N,http://www.cqc.org.uk/provider/RWY,-,-
RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,The Royal Infirmary,"Acre Street, Lindley",Huddersfield,HD3 3EA,Kirklees,Yorkshire and The Humber,Community health inpatient services,Responsive,Requires improvement,20/06/2018,CoreService,N,http://www.cqc.org.uk/provider/RWY,-,-
RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,The Royal Infirmary,"Acre Street, Lindley",Huddersfield,HD3 3EA,Kirklees,Yorkshire and The Humber,Community health inpatient services,Safe,Inadequate,20/06/2018,CoreService,N,http://www.cqc.org.uk/provider/RWY,-,-
RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,The Royal Infirmary,"Acre Street, Lindley",Huddersfield,HD3 3EA,Kirklees,Yorkshire and The Humber,Community health inpatient services,Well-led,Requires improvement,20/06/2018,CoreService,N,http://www.cqc.org.uk/provider/RWY,-,-
RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,The Royal Infirmary,"Acre Street, Lindley",Huddersfield,HD3 3EA,Kirklees,Yorkshire and The Humber,Community health services for adults,Caring,Good,15/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RWY,-,-
RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,The Royal Infirmary,"Acre Street, Lindley",Huddersfield,HD3 3EA,Kirklees,Yorkshire and The Humber,Community health services for adults,Effective,Requires improvement,15/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RWY,-,-
RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,The Royal Infirmary,"Acre Street, Lindley",Huddersfield,HD3 3EA,Kirklees,Yorkshire and The Humber,Community health services for adults,Overall,Good,15/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RWY,-,-
RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,The Royal Infirmary,"Acre Street, Lindley",Huddersfield,HD3 3EA,Kirklees,Yorkshire and The Humber,Community health services for adults,Responsive,Good,15/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RWY,-,-
RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,The Royal Infirmary,"Acre Street, Lindley",Huddersfield,HD3 3EA,Kirklees,Yorkshire and The Humber,Community health services for adults,Safe,Good,15/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RWY,-,-
RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,The Royal Infirmary,"Acre Street, Lindley",Huddersfield,HD3 3EA,Kirklees,Yorkshire and The Humber,Community health services for adults,Well-led,Good,15/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RWY,-,-
RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,The Royal Infirmary,"Acre Street, Lindley",Huddersfield,HD3 3EA,Kirklees,Yorkshire and The Humber,"Community health services for children, young people and families",Caring,Good,15/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RWY,-,-
RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,The Royal Infirmary,"Acre Street, Lindley",Huddersfield,HD3 3EA,Kirklees,Yorkshire and The Humber,"Community health services for children, young people and families",Effective,Good,15/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RWY,-,-
RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,The Royal Infirmary,"Acre Street, Lindley",Huddersfield,HD3 3EA,Kirklees,Yorkshire and The Humber,"Community health services for children, young people and families",Overall,Good,15/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RWY,-,-
RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,The Royal Infirmary,"Acre Street, Lindley",Huddersfield,HD3 3EA,Kirklees,Yorkshire and The Humber,"Community health services for children, young people and families",Responsive,Good,15/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RWY,-,-
RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,The Royal Infirmary,"Acre Street, Lindley",Huddersfield,HD3 3EA,Kirklees,Yorkshire and The Humber,"Community health services for children, young people and families",Safe,Good,15/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RWY,-,-
RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,The Royal Infirmary,"Acre Street, Lindley",Huddersfield,HD3 3EA,Kirklees,Yorkshire and The Humber,"Community health services for children, young people and families",Well-led,Good,15/08/2016,CoreService,N,http://www.cqc.org.uk/provider/RWY,-,-
RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,The Royal Infirmary,"Acre Street, Lindley",Huddersfield,HD3 3EA,Kirklees,Yorkshire and The Humber,Overall,Caring,Good,20/06/2018,Provider,N,http://www.cqc.org.uk/provider/RWY,-,-
RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,The Royal Infirmary,"Acre Street, Lindley",Huddersfield,HD3 3EA,Kirklees,Yorkshire and The Humber,Overall,Combined Quality Rating,Good,20/06/2018,Provider,N,http://www.cqc.org.uk/provider/RWY,-,-
RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,The Royal Infirmary,"Acre Street, Lindley",Huddersfield,HD3 3EA,Kirklees,Yorkshire and The Humber,Overall,Effective,Good,20/06/2018,Provider,N,http://www.cqc.org.uk/provider/RWY,-,-
RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,The Royal Infirmary,"Acre Street, Lindley",Huddersfield,HD3 3EA,Kirklees,Yorkshire and The Humber,Overall,Overall,Good,20/06/2018,Provider,N,http://www.cqc.org.uk/provider/RWY,-,-
RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,The Royal Infirmary,"Acre Street, Lindley",Huddersfield,HD3 3EA,Kirklees,Yorkshire and The Humber,Overall,Responsive,Good,20/06/2018,Provider,N,http://www.cqc.org.uk/provider/RWY,-,-
RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,The Royal Infirmary,"Acre Street, Lindley",Huddersfield,HD3 3EA,Kirklees,Yorkshire and The Humber,Overall,Safe,Requires improvement,20/06/2018,Provider,N,http://www.cqc.org.uk/provider/RWY,-,-
RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,The Royal Infirmary,"Acre Street, Lindley",Huddersfield,HD3 3EA,Kirklees,Yorkshire and The Humber,Overall,Use of Resources,Requires improvement,20/06/2018,Provider,N,http://www.cqc.org.uk/provider/RWY,-,-
RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,The Royal Infirmary,"Acre Street, Lindley",Huddersfield,HD3 3EA,Kirklees,Yorkshire and The Humber,Overall,Well-led,Good,20/06/2018,Provider,N,http://www.cqc.org.uk/provider/RWY,-,-
RX1,Nottingham University Hospitals NHS Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,Trust Headquarters,"City Hospital Campus, Hucknall Road",Nottingham,NG5 1PB,Nottingham,East Midlands,Overall,Caring,Outstanding,14/03/2019,Provider,N,http://www.cqc.org.uk/provider/RX1,-,-
RX1,Nottingham University Hospitals NHS Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,Trust Headquarters,"City Hospital Campus, Hucknall Road",Nottingham,NG5 1PB,Nottingham,East Midlands,Overall,Combined Quality Rating,Good,14/03/2019,Provider,N,http://www.cqc.org.uk/provider/RX1,-,-
RX1,Nottingham University Hospitals NHS Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,Trust Headquarters,"City Hospital Campus, Hucknall Road",Nottingham,NG5 1PB,Nottingham,East Midlands,Overall,Effective,Good,14/03/2019,Provider,N,http://www.cqc.org.uk/provider/RX1,-,-
RX1,Nottingham University Hospitals NHS Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,Trust Headquarters,"City Hospital Campus, Hucknall Road",Nottingham,NG5 1PB,Nottingham,East Midlands,Overall,Overall,Good,14/03/2019,Provider,N,http://www.cqc.org.uk/provider/RX1,-,-
RX1,Nottingham University Hospitals NHS Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,Trust Headquarters,"City Hospital Campus, Hucknall Road",Nottingham,NG5 1PB,Nottingham,East Midlands,Overall,Responsive,Good,14/03/2019,Provider,N,http://www.cqc.org.uk/provider/RX1,-,-
RX1,Nottingham University Hospitals NHS Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,Trust Headquarters,"City Hospital Campus, Hucknall Road",Nottingham,NG5 1PB,Nottingham,East Midlands,Overall,Safe,Requires improvement,14/03/2019,Provider,N,http://www.cqc.org.uk/provider/RX1,-,-
RX1,Nottingham University Hospitals NHS Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,Trust Headquarters,"City Hospital Campus, Hucknall Road",Nottingham,NG5 1PB,Nottingham,East Midlands,Overall,Use of Resources,Requires improvement,14/03/2019,Provider,N,http://www.cqc.org.uk/provider/RX1,-,-
RX1,Nottingham University Hospitals NHS Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,Trust Headquarters,"City Hospital Campus, Hucknall Road",Nottingham,NG5 1PB,Nottingham,East Midlands,Overall,Well-led,Good,14/03/2019,Provider,N,http://www.cqc.org.uk/provider/RX1,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Acute wards for adults of working age and psychiatric intensive care units,Caring,Outstanding,23/01/2018,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Acute wards for adults of working age and psychiatric intensive care units,Effective,Good,23/01/2018,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Acute wards for adults of working age and psychiatric intensive care units,Overall,Good,23/01/2018,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Acute wards for adults of working age and psychiatric intensive care units,Responsive,Good,23/01/2018,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Acute wards for adults of working age and psychiatric intensive care units,Safe,Requires improvement,23/01/2018,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Acute wards for adults of working age and psychiatric intensive care units,Well-led,Good,23/01/2018,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Child and adolescent mental health wards,Caring,Outstanding,23/12/2016,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Child and adolescent mental health wards,Effective,Good,23/12/2016,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Child and adolescent mental health wards,Overall,Good,23/12/2016,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Child and adolescent mental health wards,Responsive,Good,23/12/2016,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Child and adolescent mental health wards,Safe,Good,23/12/2016,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Child and adolescent mental health wards,Well-led,Good,23/12/2016,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Community mental health services for people with a learning disability or autism,Caring,Good,23/12/2016,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Community mental health services for people with a learning disability or autism,Effective,Good,23/12/2016,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Community mental health services for people with a learning disability or autism,Overall,Good,23/12/2016,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Community mental health services for people with a learning disability or autism,Responsive,Good,23/12/2016,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Community mental health services for people with a learning disability or autism,Safe,Good,23/12/2016,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Community mental health services for people with a learning disability or autism,Well-led,Good,23/12/2016,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Community-based mental health services for adults of working age,Caring,Good,23/01/2018,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Community-based mental health services for adults of working age,Effective,Good,23/01/2018,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Community-based mental health services for adults of working age,Overall,Good,23/01/2018,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Community-based mental health services for adults of working age,Responsive,Good,23/01/2018,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Community-based mental health services for adults of working age,Safe,Good,23/01/2018,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Community-based mental health services for adults of working age,Well-led,Good,23/01/2018,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Community-based mental health services for older people,Caring,Good,23/12/2016,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Community-based mental health services for older people,Effective,Good,23/12/2016,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Community-based mental health services for older people,Overall,Good,23/12/2016,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Community-based mental health services for older people,Responsive,Good,23/12/2016,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Community-based mental health services for older people,Safe,Good,23/12/2016,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Community-based mental health services for older people,Well-led,Good,23/12/2016,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Forensic inpatient or secure wards,Caring,Good,07/06/2019,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Forensic inpatient or secure wards,Effective,Good,07/06/2019,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
RX2,Sussex Partnership NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust Headquarters,,Worthing,BN13 3EP,West Sussex,South East,Forensic inpatient or secure wards,Overall,Good,07/06/2019,CoreService,N,http://www.cqc.org.uk/provider/RX2,-,-
